#hg19.knownGene.name	hg19.knownGene.proteinID	hg19.kgXref.geneSymbol
uc001moy.3	Q68D10	SPTY2D1
uc001moz.1	Q8N2M4	TMEM86A
uc009yht.2	NP_775859	IGSF22
uc001mpc.4	P54829	PTPN5
uc001mpg.3	Q96LB2	MRGPRX1
uc001mph.3	Q96LB1	MRGPRX2
uc001mpi.3	Q8IUH4	ZDHHC13
uc001mpk.3	P50461	CSRP3
uc001mpo.2	A0AVK6	E2F8
uc010rdl.2		LOC100126784
uc010rdm.2	Q8IVL1	NAV2
uc031pzj.1	Q8IVL1	NAV2
uc021qey.1	A6NMT0	DBX1
uc001mpx.2	Q9BUP3-3	HTATIP2
uc001mqb.3	NP_005779	PRMT3
uc001mqd.3	Q9Y345	SLC6A5
uc001mqe.3	Q92832	NELL1
uc001mqi.2	Q75V66	ANO5
uc001mqk.3	Q9P2U8	SLC17A6
uc001mql.1	Q9NPI8	FANCF
uc001mqo.3	O43903	GAS2
uc001mqp.4	Q8NHG7	SVIP
uc021qfb.1	H3BU77	CCDC179
uc001mqs.3	Q86TE4	LUZP2
uc001mqw.3	E9PII6	MUC15
uc001mqt.4	Q9BYT9	ANO3
uc001mra.2	Q1EHB4	SLC5A12
uc001mrd.3	Q8TAL6	FIBIN
uc001mre.1	O75936	BBOX1
uc001mrh.1	Q96HJ3	CCDC34
uc001mrj.4	Q9BXB1	LGR4
uc001mrl.3	Q9NUP9	LIN7C
uc009yje.3	P23560-4	BDNF
uc001msc.2	Q8NI77	KIF18A
uc001msh.2	A6NJ78	METTL15
uc001msk.3	P22459	KCNA4
uc001msm.3	P01225	FSHB
uc001mso.1	Q8N8R7	ARL14EP
uc001msr.3	Q15777	MPPED2
uc009yjk.1	H7C298	DCDC5
uc001msv.3	P59894	DCDC1
uc001msx.3	NP_859057	DNAJC24
uc001msy.1	Q96LU5	IMMP1L
uc001mtb.3	Q96EB1	ELP4
uc021qfm.1	F1T0F8	PAX6
uc010reb.2	Q15293	RCN1
uc001mtn.2	NP_077744	WT1
uc001mtu.4	Q7L2H7	EIF3M
uc001mtv.4	Q6ZRK6	CCDC73
uc001mtx.3	Q9BZD6	PRRG4
uc001mty.3	Q2KHR3	QSER1
uc001mub.3	Q96QD5	DEPDC7
uc010rei.2	Q9NUJ3	TCP11L1
uc001mug.5		LINC00294
uc001muh.3	Q12996	CSTF3
uc031pzm.1	Q9H422-2	HIPK3
uc021qfs.1	Q6ZVL6	KIAA1549L
uc001mur.2	Q3C1V1	C11orf91
uc001mus.4	P13987	CD59
uc001muz.3	Q9UK99	FBXO3
uc010rem.2	P25791-3	LMO2
uc001mvh.1	Q14444	CAPRIN1
uc001mvk.3	NP_078938	NAT10
uc001mvl.2	E9PRW7	ABTB2
uc001mvm.3	P04040	CAT
uc001mvp.2	NP_001413	ELF5
uc021qfu.1	E9PSB2	EHF
uc001mvs.2	Q96GX9	APIP
uc001mvt.3	O00330	PDHX
uc001mvu.3	P16070	CD44
uc001mwd.3	P43004	SLC1A2
uc001mwf.3	Q6UXH9-2	PAMR1
uc001mwh.3	Q86VR8	FJX1
uc001mwi.2	Q96DX7	TRIM44
uc001mwk.1	Q86YD5	LDLRAD3
uc001mwn.4	Q9P000	COMMD9
uc001mwp.3	Q6MZQ0	PRR5L
uc001mws.2	Q9Y4K3	TRAF6
uc001mwu.4	NP_000439	RAG1
uc001mwv.4	P55895	RAG2
uc031pzr.1	Q86VG3	C11orf74
uc031pzu.1	Q9HCJ2	LRRC4C
uc021qgh.1		LOC100507205
uc001mxe.2		HNRNPKP3
uc010rfh.1	Q9BZZ5	API5
uc001mxi.3	Q96AE7	TTC17
uc009yko.3		BC031305
uc001mxq.4	Q53GQ0	HSD17B12
uc010rfk.3		SEC14L1P1
uc001mxs.2	Q96Q83	ALKBH3
uc010rfl.2	NP_001138505	C11orf96
uc001mxw.1	Q4AC99	ACCSL
uc009yks.1	Q96QU6	ACCS
uc001mya.3	J3KPT2	EXT2
uc001myb.3	Q9H161	ALX4
uc001myc.3	P27701	CD82
uc001mye.4	Q96SJ8	TSPAN18
uc001myk.3	O14683	TP53I11
uc021qgl.1		AK097878
uc031qab.1	NP_001243624	PRDM11
uc001myq.2	Q7L8C5	SYT13
uc001mys.2	O43916	CHST1
uc001nbn.3	E7ER63	DKFZp779M0652
uc010rgm.2	NP_001138738	SLC35C1
uc010rgn.2	B4DZD6	CRY2
uc001nbr.3	Q9UQF2	MAPK8IP1
uc001nbs.4	C9JXX5	C11orf94
uc001nbt.3	NP_476515	PEX16
uc001nbv.1	Q8N3Y3	GYLTL1B
uc031qau.1		GYLTL1B
uc001ncc.4	Q96BD5	PHF21A
uc021qil.1	Q96BA8	CREB3L1
uc001ncn.1	Q13574	DGKZ
uc001nco.4	P21741	MDK
uc001nct.1	P08173	CHRM4
uc001ncv.3	Q9C0C7-5	AMBRA1
uc001ncy.3	Q96MB7	HARBI1
uc001nda.3	E9PQZ8	ATG13
uc001ndd.4	Q07960	ARHGAP1
uc010rgw.2	B4DXY4	ZNF408
uc001ndf.4	P00734	F2
uc001ndi.2	Q14008	CKAP5
uc001ndn.4	O75096	LRP4
uc001ndr.4	Q9H6J7-2	C11orf49
uc001ndt.3	Q8N6H7	ARFGAP2
uc001ndx.3	Q9UKS6	PACSIN3
uc001neb.2	Q92466	DDB2
uc001nei.3	P11117	ACP2
uc009ylm.3	Q13133	NR1H3
uc001ner.1	Q8WXG6	MADD
uc021qis.1	Q14896	MYBPC3
uc001nfb.1	P17947-2	SPI1
uc009ylq.3	NP_001121697	SLC39A13
uc001nfh.2	P17980	PSMC3
uc001nfi.2	Q13702	RAPSN
uc001nfl.3	Q92879	CELF1
uc001nfs.4	Q8WUK0	PTPMT1
uc001nfz.3	Q9NVX7-2	KBTBD4
uc001nga.2	O75489	NDUFS3
uc001ngb.2	NP_001157851	FAM180B
uc001ngc.2	Q9BXJ3	C1QTNF4
uc010rho.2	Q9Y6C9	MTCH2
uc001ngg.3	Q5U5Z8	AGBL2
uc009ylv.3	Q8N3X1	FNBP4
uc001ngm.3	Q12769	NUP160
uc001ngp.4	Q12913	PTPRJ
uc010rhs.2	Q8NGF8	OR4B1
uc001ngs.1	Q8NGF9	OR4X2
uc010rht.2	Q8NH49	OR4X1
uc010rhu.2	Q8NGB4	OR4S1
uc010rhv.2	NP_001004702	OR4C3
uc010rhw.2	NP_001005513	OR4C45
uc010rhx.2	Q6IF82	OR4A47
uc021qix.1	A6NDI0	TRIM49B
uc021qiy.1	NP_001193560	TRIM64C
uc001ngy.3	Q04609	FOLH1
uc010rhy.2	B4DGN0	LOC440040
uc010rhz.2	Q8NGP0	OR4C13
uc010ria.2	Q96R67	OR4C12
uc001nhi.2	Q8NH83	OR4A5
uc010ric.2	A6NHA9	OR4C46
uc010rid.2	NP_077019	TRIM48
uc010rie.2	Q8NH70	OR4A16
uc010rif.2	Q8NGL6	OR4A15
uc010rig.2	NP_001001920	OR4C15
uc010rih.2	Q8NGL9	OR4C16
uc010rii.2	Q6IEV9	OR4C11
uc010rij.2	Q8NGL7	OR4P4
uc001nhs.1	Q8NH73	OR4S2
uc010rik.2	Q8NH72	OR4C6
uc010ril.2	Q8NGL4	OR5D13
uc010rim.2	Q8NGL3	OR5D14
uc001nhw.1	Q8NGL2	OR5L1
uc010rin.2	Q8NGL1	OR5D18
uc001nhy.1	Q8NGL0	OR5L2
uc010rio.2	Q8NGK9	OR5D16
uc010rip.2	Q9BSJ1	TRIM51
uc010rir.2	Q8NH69	OR5W2
uc010ris.2	Q13606	OR5I1
uc010rit.2	Q8NH19	OR10AG1
uc010riv.2	O95221	OR5F1
uc010riw.2	Q8N127	OR5AS1
uc010rix.2	Q8N0Y5	OR8I2
uc010riy.2	Q8N162	OR8H2
uc001nii.1	Q8N146	OR8H3
uc010riz.2	Q8NGG0	OR8J3
uc010rja.2	Q8NH50	OR8K5
uc010rjb.2	Q8NH18	OR5J2
uc010rjc.2	Q8NGG2	OR5T2
uc010rjd.2	Q8NGG3	OR5T3
uc001nio.1	Q8NG75	OR5T1
uc010rje.2	Q8NGG4	OR8H1
uc010rjf.2	Q8NH51	OR8K3
uc010rjg.2	Q8NGG5	OR8K1
uc010rjh.2	Q8NGP2	OR8J1
uc010rji.2	Q8NH85	OR5R1
uc010rjj.2	Q8NGP3	OR5M9
uc010rjk.2	Q8NGP4	OR5M3
uc001nix.1	Q8NGP6	OR5M8
uc010rjl.2	Q96RB7	OR5M11
uc001niz.1	Q6IEU7	OR5M10
uc001nja.1	Q8NGP8	OR5M1
uc001njb.1	Q8NGF4	OR5AP2
uc010rjm.2	Q8NGP9	OR5AR1
uc010rjn.2	P0C7N8	OR9G9
uc001nit.2	P0C7N1	OR8U8
uc010rjo.2	Q8NGQ1	OR9G4
uc010rjp.2	Q8NH90	OR5AK2
uc001njl.2	NP_001005210	LRRC55
uc001njo.3	P35414	APLNR
uc001njs.3	Q9C0C2	TNKS1BP1
uc001njt.3	Q08945	SSRP1
uc001nju.3	P56373	P2RX3
uc001njv.2	Q9Y2Y8	PRG3
uc001nki.3	Q8NBI5	SLC43A3
uc010rjt.2	Q86UN3	RTN4RL2
uc001nkk.3	O75387	SLC43A1
uc001nkm.1	P62072	TIMM10
uc021qjh.1	E9PPJ3	SMTNL1
uc001nkn.2	O14933	UBE2L6
uc001nkp.1	P05155	SERPING1
uc001nkv.4	Q96NS1	YPEL4
uc001nkw.3	Q92989	CLP1
uc001nkx.1	Q9C0B5	ZDHHC5
uc001nlb.3	A0JLT2-2	MED19
uc001nlc.2	Q9Y320	TMX2
uc021qjj.1	Q8IZQ5	C11orf31
uc010rjy.2	B2RXH4	BTBD18
uc001nmc.4	O60716	CTNND1
uc010rjz.2	Q8NGQ2	OR6Q1
uc021qjl.1	Q8NGQ7	OR9I1
uc001nml.1	Q8NGQ6	OR9I1
uc001nmj.3	Q8NGQ5	OR9Q1
uc010rka.2	Q8NGE9	OR9Q2
uc010rkb.2	Q8NGQ3	OR1S2
uc010rkc.2	Q8NH92	OR1S1
uc010rkd.2	Q8NGQ4	OR10Q1
uc001nmq.1	Q8NGF6	OR10W1
uc010rke.2	Q8NGF7	OR5B17
uc010rkf.2	Q8NH48	OR5B3
uc010rkg.2	Q96R09	OR5B2
uc010rkh.2	Q96R08	OR5B12
uc010rki.2	A6NL26	OR5B21
uc001nmw.3	O60711	LPXN
uc001nmx.4	Q96JP5	ZFP91
uc001nna.4	P26441	CNTF
uc001nnb.3	Q6IB77	GLYAT
uc001nnd.4	Q8WU03	GLYATL2
uc010rkn.1	B4DH84	AK294973
uc001nnh.2	Q969I3-2	GLYATL1
uc001nnl.3	Q6SJ93	FAM111B
uc001nnq.3	Q96PZ2	FAM111A
uc001nns.2	Q9Y2E6	DTX4
uc001nnu.4	Q2M385	MPEG1
uc010rks.2	Q8NGI8	OR5AN1
uc010rkt.2	Q8NGI9	OR5A2
uc001nnx.1	Q8NGJ0	OR5A1
uc010rku.2	Q8NGJ1	OR4D6
uc001nnz.1	Q8NGI6	OR4D10
uc001noa.1	Q8NGI4	OR4D11
uc010rkv.2	Q8NGE8	OR4D9
uc001noc.1	P22059	OSBP
uc001noe.4	Q86TB9	PATL1
uc001nof.1	Q8NGI7	OR10V1
uc021qjz.1		OR10V2P
uc001nog.3	Q13277	STX3
uc001noh.2	Q9NX20	MRPL16
uc001noi.3	P27352	GIF
uc001noj.2	P20061	TCN1
uc001nok.2		AB231702
uc001nol.3	Q86WS3	PLAC1L
uc001nom.3	Q96HJ5	MS4A3
uc001nop.3	Q01362	MS4A2
uc010rla.2	F8W9K1	MS4A6A
uc001noy.2	Q96PG1	MS4A4E
uc001noz.3	Q96JQ5	MS4A4A
uc001npd.3	Q96DS6	MS4A6E
uc001npf.3	Q9GZW8	MS4A7
uc031qbd.1	E9PJE3	MS4A14
uc001npo.3	Q9H3V2	MS4A5
uc001npq.3	P11836	MS4A1
uc001npr.3	Q9NXJ0	MS4A12
uc001nps.3	Q5J8X5	MS4A13
uc001npv.3	Q9BY19	MS4A8
uc009ynf.1	Q8N5U1	MS4A15
uc001npz.1	Q96PG2	MS4A10
uc001nqa.2	Q9H6F5	CCDC86
uc001nqc.2	Q9Y5Y4	PTGDR2
uc001nqd.3	P60852	ZP1
uc001nqf.3	Q9UMS4	PRPF19
uc001nqg.3	Q9BVC6	TMEM109
uc001nqi.3	Q24JP5-2	TMEM132A
uc001nqn.2	Q8IY34	SLC15A3
uc001nqq.3	P30203	CD6
uc009ynk.3	P06127	CD5
uc001nqv.1	A5D8V6	VPS37C
uc001nqx.3	P0DJD8	PGA3
uc001nqy.3	P0DJD7	PGA4
uc001nqz.3	P0DJD9	PGA5
uc001nra.3	Q96DN2	VWCE
uc001nrc.5	Q16531	DDB1
uc001nre.3	Q3LXA3	DAK
uc001nrf.4	Q8NBI2	CYB561A3
uc001nrl.2	Q9NPI0	TMEM138
uc021qkf.1	Q9P0N5-3	TMEM216
uc001nrp.3	Q8N684-3	CPSF7
uc001nrt.3	Q9NX18	SDHAF2
uc001nru.2	Q7Z5V6	PPP1R32
uc010rlk.2	A6NIK2	LRRC10B
uc001nrw.1		SYT7
uc009ynr.3	F5GZU9	SYT7
uc001nrz.1		RPLP0P2
uc001nsa.3	Q9Y4D2	DAGLA
uc001nsd.3	Q9UFL8	DKFZP434K028
uc001nsc.1	Q9Y2G1	MYRF
uc001nsf.3	P61165	TMEM258
uc001nsg.3	P39748	FEN1
uc010rlm.2	NP_037534	FADS1
uc001nsl.1	O95864	FADS2
uc001nsm.3	Q9Y5Q0	FADS3
uc001nso.4	Q8TBN0	RAB3IL1
uc001nsr.2	O76090-3	BEST1
uc001nsu.3	P02794	FTH1
uc009ynu.1	Q8N204	BC132896
uc001nsw.1	Q9NQS7	INCENP
uc001nsz.1	O95968	SCGB1D1
uc001nta.2	O75556	SCGB2A1
uc001ntb.3	O95969	SCGB1D2
uc001ntc.3	Q13296	SCGB2A2
uc001ntd.1	Q6XE38	SCGB1D4
uc001ntf.4	Q7L266	ASRGL1
uc001ntj.3	P11684	SCGB1A1
uc001ntl.3	Q09666	AHNAK
uc001ntm.1	P26641	EEF1G
uc001nto.2	F5H0R1	TUT1
uc001ntq.2	O94776	MTA2
uc001ntu.1	Q32P44	EML3
uc001ntv.3	NP_000318	ROM1
uc001ntw.3	O94766	B3GAT3
uc001nua.4	Q14697-2	GANAB
uc001nud.3	Q6P9B9	INTS5
uc001nug.1	A8MUP2	METTL12
uc001nuh.3		METTL12
uc001nuf.3	Q9BQE6-2	C11orf48
uc001nui.4	Q6UW78	C11orf83
uc001nuj.3	Q04323-2	UBXN1
uc001nun.3	Q8ND94	LRRN4CL
uc001nur.4	G3XAE4	BSCL2
uc001nuv.4	P63215	GNG3
uc001nuw.3	Q1KMD3	HNRNPUL2
uc001nuy.3	Q8N5M4	TTC9C
uc001nuz.3	Q9H5J0	ZBTB3
uc001nva.3	P62487	POLR2G
uc001nvc.3	Q9Y6J9	TAF6L
uc001nvd.4	Q7Z7N9	TMEM179B
uc001nve.2	A0PJW6	TMEM223
uc001nvf.1	Q9UBU9	NXF1
uc001nvh.3	Q13190	STX5
uc001nvm.2	Q6RFH5	WDR74
uc001nwd.3	P08195	SLC3A2
uc001nwi.3	P11229	CHRM1
uc001nwk.3	Q4U2R8	SLC22A6
uc001nwo.3	Q8TCC7	SLC22A8
uc021qkp.1	NP_001129978	SLC22A24
uc001nwr.1	Q6T423	SLC22A25
uc009yor.3	Q63ZE4	SLC22A10
uc001nww.3	Q8IVM8	SLC22A9
uc001nwy.2	B7X6T1	HRASLS5
uc001nxc.2	G5E970	LGALS12
uc001nxf.4	Q9UL19	RARRES3
uc001nxg.1	Q9NWW9	HRASLS2
uc009you.1	P53816	PLA2G16
uc001nxk.1	Q6DD88	ATL3
uc001nxq.3	O95197	RTN3
uc010rmv.2	C9JLR9	C11orf95
uc001nxt.3	Q9BUA3	C11orf84
uc001nxw.3	Q7KZI7	MARK2
uc001nyc.3	Q8IZ40	RCOR2
uc009yoz.3	Q86UY6	NAA40
uc001nye.3	P10176	COX8A
uc001nyf.1	Q96FW1	OTUB1
uc001nyi.1	NP_037412	FLRT1
uc001nyh.3	Q9BQ69	MACROD1
uc001nyk.1	P31948	STIP1
uc001nym.2	Q86UX7-2	FERMT3
uc010rnc.2	NP_001153865	TRPT1
uc009ype.4	NP_115720	NUDT22
uc001nyr.1		AX747192
uc031qbi.1	Q86VG4	DNAJC4
uc001nys.3	Q9NNZ3	DNAJC4
uc001nyw.3	P49765	VEGFB
uc001nyy.3	P26885	FKBP2
uc001nza.3	Q96C90	PPP1R14B
uc009ypg.2	Q01970	PLCB3
uc001nzd.3	Q92934	BAD
uc010rni.2	Q96N19-4	GPR137
uc001nzj.1	Q9NYG8	KCNK4
uc001nzk.1	F5GYE0	KCNK4
uc009ypm.3	Q9NTU4	TEX40
uc001nzq.1	P11474	ESRRA
uc001nzt.3	Q9UI30	TRMT112
uc001nzu.3	NP_036226	PRDX5
uc001nzy.3	A6NC98	CCDC88B
uc001oae.3	O75676	RPS6KA4
uc001oai.3	Q9NSA0	SLC22A11
uc009yps.2	B5ME56	SLC22A12
uc021qkw.1	Q9P2S2	NRXN2
uc001oaw.1		RASGRP2
uc009ypv.3	Q7LDG7	RASGRP2
uc001oax.4	P11217	PYGM
uc001oaz.2	NP_001171501	SF1
uc001obh.3	Q12851	MAP4K2
uc001obn.3	NP_570716	MEN1
uc001obs.4	Q6DT37	CDC42BPG
uc001obu.1	Q9H4M9	EHD1
uc009ypx.3		AB429224
uc001obx.3	Q2TAZ0	ATG2A
uc001oby.3	Q15173	PPP2R5B
uc001oca.3	Q96T91	GPHA2
uc001ocb.1	Q3KP22	C11orf85
uc021qlb.1	NP_612465	BATF2
uc001ocf.1	Q8N1L9	BATF2
uc001och.4	P36404	ARL2
uc001ock.3	E5KQS6	ARL2-SNX15
uc001ocm.3	NP_037431	SAC3D1
uc001ocn.3	Q9UQQ1	NAALADL1
uc001ocp.2	Q96FF9	CDCA5
uc001ocq.1	O95159	ZFPL1
uc021qld.1	NP_001229560	LOC100130348
uc001ocr.2	Q9UID3	VPS51
uc001oct.4	O76062	TM7SF2
uc001ocw.3	Q9UHR6	ZNHIT2
uc009yqb.1		BC104003
uc001ocx.3	NP_001988	FAU
uc001oda.2	Q13405	MRPL49
uc001odb.3	Q86TM6	SYVN1
uc010rnz.2	Q5MJ68	SPDYC
uc009yqd.2	P07384	CAPN1
uc021qlg.1	NP_001004326	SLC22A20
uc021qlh.1	A6NK97	SLC22A20
uc001odj.3	Q14181	POLA2
uc001odl.3	O14613	CDC42EP2
uc001odm.3	Q92785	DPF2
uc001odo.4	Q6B0B8	TIGD3
uc001odr.1	Q8N413	SLC25A45
uc001odu.4	Q9BZ67	FRMD8
uc010roh.3		MALAT1
uc001oea.1	Q96KG9	SCYL1
uc001oej.3	Q9NS15	LTBP3
uc021qlm.1		SSSCA1-AS1
uc001oek.3	O60232	SSSCA1
uc001oel.2	E9PL72	FAM89B
uc001oeo.4	Q8N3D4	EHBP1L1
uc001oes.3	Q9Y2U2	KCNK7
uc001oew.3	Q16584	MAP3K11
uc001oey.2	Q9H6A9	PCNXL3
uc001ofb.2	Q96FS4	SIPA1
uc001ofg.3	Q04206	RELA
uc001ofk.3	Q92993-3	KAT5
uc001ofn.3	Q8TDP1	RNASEH2C
uc031qbm.1	Q2VPB7	AP5B1
uc001ofp.3	O14753	OVOL1
uc001ofr.3	Q86XE0	SNX32
uc001ofs.3	P23528	CFL1
uc001ofv.4	Q96NY9	MUS81
uc001ofy.4	O95967	EFEMP2
uc001ogc.1	NP_001326	CTSW
uc001ogd.3	O43427	FIBP
uc001ogf.3	Q15834	CCDC85B
uc001ogg.1	P15407	FOSL1
uc001ogi.3	J3KQG9	C11orf68
uc001ogj.2	Q14919	DRAP1
uc001ogk.1	NP_689975	TSGA10IP
uc001ogl.3	O43290	SART1
uc001ogn.2	Q8N9N8	EIF1AD
uc001ogp.3	O75531	BANF1
uc001ogr.3	Q15828	CST6
uc001ogt.3	Q8NEC5	CATSPER1
uc001ogu.1		AX746604
uc001ogw.3	Q96A11	GAL3ST3
uc001ogy.1	Q13435	SF3B2
uc001oha.2	Q6VY07	PACS1
uc001ohb.2	Q9H0B6	KLC2
uc001ohf.3	Q9H0U4	RAB1B
uc001ohi.2	Q6PI25	CNIH2
uc001ohk.4	O95070	YIF1A
uc001ohl.3	Q8N4L1	TMEM151A
uc001ohm.1	Q9HCU0	CD248
uc001ohn.1	Q13671	RIN1
uc001oho.1	G5E9I4	BRMS1
uc001ohr.3	O43505	B3GNT1
uc001oht.3	Q14542	SLC29A2
uc001ohx.1	Q8IUM7	NPAS4
uc001ohz.4	Q9Y3B7	MRPL11
uc001oic.4	Q8N2H9	PELI3
uc001oif.2	Q9NY33	DPP3
uc001oij.1	Q8NFJ9	BBS1
uc001oin.1	Q6UX98	ZDHHC24
uc031qbp.1	NP_001245300	ACTN3
uc001oip.3	Q9UBX1	CTSF
uc001oiq.4	Q9NVE4	CCDC87
uc001oir.3	O14618	CCS
uc001oit.3	Q96PK6	RBM14
uc001ojb.3	Q9BQ04	RBM4B
uc001ojc.1		SPTBN2
uc001ojd.3	NP_008877	SPTBN2
uc021qmd.1	NP_078926	C11orf80
uc001ojk.1	Q9Y256	RCE1
uc001ojr.3	Q6PJG9	LRFN4
uc001ojn.1	P11498	PC
uc010rpm.2	A6NJI1	C11orf86
uc001oju.3	Q8IV01	SYT12
uc001ojv.3	NP_055393	RHOD
uc001ojw.3	Q9Y2K7	KDM2A
uc031qbq.1	Q9Y2K7	KDM2A
uc031qbr.1	Q9Y2K7	KDM2A
uc009yrn.1	P25098	ADRBK1
uc001okd.2	Q6ZTN6-3	ANKRD13D
uc001okj.3	Q8TE77	SSH3
uc001okm.4	Q9HCU8	POLD4
uc010rpp.2	NP_001159684	CLCF1
uc001okr.3	Q99638	RAD9A
uc001oku.1	P62136-2	PPP1CA
uc001ola.4	Q8IV04	TBC1D10C
uc010rpr.2	F5H427	CARNS1
uc001old.3	Q9UBS0	RPS6KB2
uc001oli.1	Q14761	PTPRCAP
uc001olk.1	Q9BR76	CORO1B
uc001olm.3	Q8TDT2	GPR152
uc001olo.3	P57796	CABP4
uc001olq.2	Q9H6X4	TMEM134
uc001olv.3	O00170	AIP
uc001oly.3	O00562	PITPNM1
uc001oma.4	O75956	CDK2AP2
uc001omc.1	Q9NPB3	CABP2
uc001omf.3	P09211	GSTP1
uc001omi.1	Q8NBR9	C11orf72
uc001omj.2	P49821	NDUFV1
uc001omo.2	Q8WV74	NUDT8
uc001omp.3	O75333	TBX10
uc001omq.3	Q96HD9	ACY3
uc001oms.3	NP_001026786	ALDH3B2
uc001omt.4	A6NEL3	FAM86C2P
uc001omw.1	Q9H1C4	UNC93B1
uc001ona.3	P43353-2	ALDH3B1
uc001onc.3	O00217	NDUFS8
uc001one.3	Q13488	TCIRG1
uc001onj.3	P35790	CHKA
uc001onm.1	NP_060105	SUV420H1
uc001onr.4	Q96F05	C11orf24
uc001ont.3	O75197	LRP5
uc001onv.3	Q5H9R7-5	PPP6R3
uc001oob.3	P22466	GAL
uc001ooc.3	Q9Y4I5	MTL5
uc001oog.4	P50416	CPT1A
uc001ooi.3	Q7Z2W9	MRPL21
uc001ook.1	P38935	IGHMBP2
uc010rqf.2	Q8TDS7	MRGPRD
uc001oop.4	Q96AM1	MRGPRF
uc001oos.2	Q8NHX9	TPCN2
uc001oov.3	Q96EZ4	MYEOV
uc001ooz.2		AK094674
uc001opa.3	P24385	CCND1
uc021qmp.1	Q6ZVP4	BC133018
uc001opc.3	Q8WV07	ORAOV1
uc031qci.1		ORAOV1
uc001opf.3	O95750	FGF19
uc001opg.1	P08620	FGF4
uc001oph.3	P11487	FGF3
uc001opj.3	Q5XXA6	ANO1
uc001opm.2	Q13158	FADD
uc001opo.3	Q13136	PPFIA1
uc001opu.3	Q14247-2	CTTN
uc009ysn.1		BC127192
uc001oqc.3	Q9UPX8-3	SHANK2
uc001oqj.2		FLJ42102
uc001oql.3	Q9UBM7	DHCR7
uc001oqn.3	Q6IA69	NADSYN1
uc001oqq.1	Q6L8G8	KRTAP5-7
uc001oqr.1	O75690	KRTAP5-8
uc001oqs.1	P26371	KRTAP5-9
uc001oqt.1	Q6L8G5	KRTAP5-10
uc001oqu.3	Q6L8G4	KRTAP5-11
uc001oqv.4	Q9NVL1	FAM86C1
uc010rqr.2	Q8NET1	DEFB108B
uc021qmu.1	NP_001229782	LOC100129216
uc021qmt.1	E9PQ18	LOC100133315
uc001ora.3	Q9H920	RNF121
uc001orf.1	O95998	IL18BP
uc001orl.1	Q14980	NUMA1
uc001orr.3	Q96E66	LRTOMT
uc001ort.3	Q6IAA8	LAMTOR1
uc010rqw.2	Q8WZ04	LRTOMT
uc001orw.3	P60006	ANAPC15
uc001orx.1	NP_000795	FOLR3
uc001osa.2	P15328	FOLR1
uc009ytf.3	P14207	FOLR2
uc001osf.3	O15357	INPPL1
uc001osh.4	O14813	PHOX2A
uc010rqy.3	F8W7P6	CLPB
uc001osl.3		AL832797
uc010rrc.2	O00408	PDE2A
uc001osu.3	Q96P48	ARAP1
uc001otb.3	Q9Y365	STARD10
uc001otd.3	Q8NAA4	ATG16L2
uc009ytl.3	O94868	FCHSD2
uc001otj.4	NP_788086	P2RY2
uc001otr.4	NP_001264137	P2RY6
uc001otu.3	Q96PE2	ARHGEF17
uc001otv.3	Q969Z4	RELT
uc001oty.1	Q92567-2	FAM168A
uc001ouc.3	NP_001123506	PLEKHB1
uc031qco.1	NP_001123508	PLEKHB1
uc001ouf.3	P20340	RAB6A
uc001ouh.4	Q96GC5	MRPL48
uc001ouj.3	Q9NYJ1	COA4
uc001ouk.2	Q9BRP4	PAAF1
uc001ouo.3	P59910	DNAJB13
uc001oup.1	P55851	UCP2
uc001our.3	P55916	UCP3
uc001ouu.2	Q4AC94-1	C2CD3
uc009yty.4	J3QT22	PPME1
uc001ouz.3	Q7Z4N8	P4HA3
uc001ovb.1	Q6PCE3	PGM2L1
uc001ovc.3	Q9Y6H6	KCNE3
uc010rrk.2	A6NK58	LIPT2
uc001ove.3	Q8TB74	MGC12965
uc001ovf.2	Q15054	POLD3
uc001ovh.3	Q6WN34-2	CHRDL2
uc001ovl.4	Q8NCN4	RNF169
uc009yub.3	Q6P2D8	XRRA1
uc001ovu.2	Q15005	SPCS2
uc001ovw.3	A8K327	NEU3
uc010rro.2	A6NND4	OR2AT4
uc001owb.3	O94956	SLCO2B1
uc021qnk.1	P0DKB5	TPBGL
uc001owe.2	P49407	ARRB1
uc031qcs.1	J3KN86	RPS3
uc001owm.2	F5H412	KLHL35
uc001owp.4	Q8WTR4	GDPD5
uc001owr.3	P50454	SERPINH1
uc001owu.3	Q96JE9	MAP6
uc010rru.2	Q3SYC2	MOGAT2
uc001oxa.3	Q96PD7	DGAT2
uc001oxc.3	Q9P2Y5	UVRAG
uc031qcv.1		WNT11
uc001oxe.3	O96014	WNT11
uc001oxh.1	O43422	PRKRIR
uc001oxl.3	Q7Z589	C11orf30
uc001oxq.4	Q14392	LRRC32
uc001oxs.4		GUCY2EP
uc031qcw.1	Q8WUA8	TSKU
uc009yum.1	Q9NUN7	ACER3
uc021qnp.1	Q6ZMB0	B3GNT6
uc010rsk.2	P47874	OMP
uc001oxx.3	O15484	CAPN5
uc001oyb.2	NP_000251	MYO7A
uc001oyf.3	Q6W3E5-2	GDPD4
uc001oyg.4	Q13153-2	PAK1
uc001oyj.3	Q8NBQ7	AQP11
uc001oyk.3	P54105	CLNS1A
uc001oyn.3	Q96T23	RSF1
uc001oyq.3	Q9H7C9	AAMDC
uc001oys.3	Q96HW7	INTS4
